Model,Best_Params,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Train_Time_s,Predict_Time_s
KNN,k=9,0.6075949367088608,0.6206627680311891,0.5947368421052631,0.6014279339580545,0.011370182037353516,0.005997419357299805
